entryid,gridref,datestamp,transcription
"""57e514452c66dc43f4000a7b""","{""type"":""Point"",""coordinates"":[0.019097328186035,51.4775608691131]}","""2016-09-29T10:07:25.306+00:00""","[""P.O."",""P.O.""]"
"""57e5144b2c66dc43f4000a7d""","{""type"":""Point"",""coordinates"":[0.019000768661499,51.4773604043125]}","""2016-09-30T16:44:56.5+00:00""","[""D.Fn"",""D.Fn""]"
"""57e514532c66dc43f4000a7f""","{""type"":""Point"",""coordinates"":[0.019397735595703,51.4776811475706]}","""2016-09-26T16:35:03.668+00:00""","[""PARK VILLAS"",""PARK VILLAS""]"
"""57e5145c2c66dc43f4000a81""","{""type"":""Point"",""coordinates"":[0.020781755447388,51.4780954376075]}","""2016-09-25T23:21:18.119+00:00""","[""INVICTA ROAD"",""INVICTA ROAD""]"
"""57e514cb2c66dc43f4000a8d""","{""type"":""Point"",""coordinates"":[0.040340423583984,51.4939291872808]}","""2016-09-23T11:56:53.433+00:00""","[""Telegraph Works"",""Telegraph Works""]"
"""57e5178d2c66dc43f4000b01""","{""type"":""Point"",""coordinates"":[0.046509504318237,51.4887253672969]}","""2016-09-25T15:29:04.086+00:00""","[""Church"",""Church""]"
"""57e5180e2c66dc43f4000b1f""","{""type"":""Point"",""coordinates"":[0.042786598205566,51.4900080070991]}","""2016-11-04T15:54:37.098+00:00""","[""MARYON PARK"",""Cox's Mount"",""Maryon Park""]"
"""57e5185c2c66dc43f4000b3d""","{""type"":""Point"",""coordinates"":[0.039492845535278,51.4897741952412]}","""2016-09-25T15:30:32.197+00:00""","[""Church"",""Church""]"
"""57e518ed2c66dc43f4000b5d""","{""type"":""Point"",""coordinates"":[0.040233135223389,51.4892063614514]}","""2016-09-25T15:28:41.07+00:00""","[""Sand Pits"",""Sand Pits""]"
"""57e518fa2c66dc43f4000b5f""","{""type"":""Point"",""coordinates"":[0.041724443435669,51.489620546796]}","""2016-09-25T15:28:47.767+00:00""","[""ROMAN CAMP"",""Roman Camp""]"
"""57e519932c66dc43f4000b80""","{""type"":""Point"",""coordinates"":[0.036864280700684,51.4873358001244]}","""2016-09-23T14:39:07.898+00:00""","[""Old Chalk Pit"",""Old Chalk Pit""]"
"""57e519a82c66dc43f4000b82""","{""type"":""Point"",""coordinates"":[0.034600496292114,51.487188824197]}","""2016-09-23T14:39:47.003+00:00""","[""Disinfectant Works"",""Disinfectant Works""]"
"""57e519d92c66dc43f4000b8e""","{""type"":""Point"",""coordinates"":[0.032755136489868,51.4838149283338]}","""2016-09-23T14:41:51.989+00:00""","[""The Warren"",""The Warren""]"
"""57e519f32c66dc43f4000b90""","{""type"":""Point"",""coordinates"":[0.039235353469849,51.4832403390135]}","""2016-09-23T14:41:32.37+00:00""","[""Fair Field"",""Fair Field""]"
"""57e51aa22c66dc43f4000ba4""","{""type"":""Point"",""coordinates"":[0.038527250289917,51.4844229161265]}","""2016-09-23T14:42:42.972+00:00""","[""Church"",""Church""]"
"""57e51ac62c66dc43f4000ba8""","{""type"":""Point"",""coordinates"":[0.038495063781738,51.4841823944523]}","""2016-09-23T14:42:37.562+00:00""","[""Rec."",""Rec.""]"
"""57e51b262c66dc43f4000baa""","{""type"":""Point"",""coordinates"":[0.034568309783936,51.4815900247778]}","""2016-09-23T14:41:38.008+00:00""","[""Church"",""Church""]"
"""57e51b3e2c66dc43f4000bac""","{""type"":""Point"",""coordinates"":[0.0374436378479,51.4807681861021]}","""2016-09-23T14:42:14.803+00:00""","[""Charlton House"",""Charlton House""]"
"""57e51c2a2c66dc43f4000bcb""","{""type"":""Point"",""coordinates"":[0.038430690765381,51.4813695329282]}","""2016-09-23T14:42:08.163+00:00""","[""Drill Hall"",""Drill Hall""]"
"""57e51c362c66dc43f4000bcd""","{""type"":""Point"",""coordinates"":[0.038827657699585,51.4818906937638]}","""2016-09-23T14:41:21.201+00:00""","[""Assembly Rooms"",""Assembly Rooms""]"
"""57e51c472c66dc43f4000bcf""","{""type"":""Point"",""coordinates"":[0.035823583602905,51.4803739655466]}","""2016-09-23T14:42:25.945+00:00""","[""Lodge"",""Lodge""]"
"""57e51c5f2c66dc43f4000bd1""","{""type"":""Point"",""coordinates"":[0.033752918243408,51.4805009183008]}","""2016-09-23T14:41:44.101+00:00""","[""Springfield"",""Springfield""]"
"""57e51c6e2c66dc43f4000bd4""","{""type"":""Point"",""coordinates"":[0.040984153747559,51.4806545974779]}","""2016-09-23T14:41:11.987+00:00""","[""Deer Park"",""Deer Park""]"
"""57e51c792c66dc43f4000bd6""","{""type"":""Point"",""coordinates"":[0.039643049240112,51.4797926510527]}","""2016-09-23T14:42:20.808+00:00""","[""Charlton Park"",""Charlton Park""]"
"""57e51c862c66dc43f4000bd8""","{""type"":""Point"",""coordinates"":[0.046466588973999,51.4807280960317]}","""2016-09-23T14:40:58.921+00:00""","[""Cricket Ground"",""Cricket Ground""]"
"""57e51c8d2c66dc43f4000bda""","{""type"":""Point"",""coordinates"":[0.046724081039429,51.48116240325]}","""2016-09-23T14:41:05.603+00:00""","[""Lodge"",""Lodge""]"
"""57e51c972c66dc43f4000bdc""","{""type"":""Point"",""coordinates"":[0.048043727874756,51.4813628513404]}","""2016-09-25T15:29:38.196+00:00""","[""CEMETERY"",""Cemetery""]"
"""57e51ca92c66dc43f4000bde""","{""type"":""Point"",""coordinates"":[0.04868745803833,51.4810688605063]}","""2016-09-25T15:29:53.625+00:00""","[""Mortuary Chapels"",""Mortuary Chapels""]"
"""57e51cd92c66dc43f4000be4""","{""type"":""Point"",""coordinates"":[0.05118727684021,51.4806412340918]}","""2016-09-25T15:29:44.008+00:00""","[""School"",""School""]"
"""57e51cf02c66dc43f4000bed""","{""type"":""Point"",""coordinates"":[0.049513578414917,51.4829864484029]}","""2016-09-25T23:21:48.757+00:00""","[""Royal Military Repository"",""Royal Military Depository"",""ROYAL MILITARY REPOSITORY""]"
"""57e51d162c66dc43f4000bf9""","{""type"":""Point"",""coordinates"":[0.051562786102295,51.4844496406786]}","""2016-09-25T15:29:28.298+00:00""","[""Rotunda"",""Rotunda""]"
"""57e51d282c66dc43f4000bff""","{""type"":""Point"",""coordinates"":[0.054706335067749,51.4837080285433]}","""2016-09-25T15:29:22.957+00:00""","[""Magnetic Office"",""Magnetic Office""]"
"""57e51d3d2c66dc43f4000c01""","{""type"":""Point"",""coordinates"":[0.056723356246948,51.4851244304299]}","""2016-09-25T15:29:15.849+00:00""","[""GUN PARK"",""Gun Park""]"
"""57e51d452c66dc43f4000c03""","{""type"":""Point"",""coordinates"":[0.055768489837646,51.4862668734818]}","""2016-09-25T15:29:09.656+00:00""","[""Gun Shed"",""Gun Shed""]"
"""57e525842c66dc43f4000dad""","{""type"":""Point"",""coordinates"":[0.047754049301147,51.4854918859961]}","""2016-09-23T14:40:34.771+00:00""","[""Nursery"",""Nursery""]"
"""57e525952c66dc43f4000db3""","{""type"":""Point"",""coordinates"":[0.049331188201904,51.4891462374595]}","""2016-09-25T15:28:59.286+00:00""","[""Sch."",""Sch.""]"
"""57e525a12c66dc43f4000db7""","{""type"":""Point"",""coordinates"":[0.045286417007446,51.490301940305]}","""2016-09-26T03:22:44.374+00:00""","[""Sch"",""ch"",""Sch.""]"
"""57e525cd2c66dc43f4000dbf""","{""type"":""Point"",""coordinates"":[0.052517652511597,51.4915711755707]}","""2016-09-25T15:31:00.698+00:00""","[""Woolwich Dockyard Station"",""Woolwich Dockyard Station""]"
"""57e5260a2c66dc43f4000dcb""","{""type"":""Point"",""coordinates"":[-0.114305019378662,51.5027856714451]}","""2016-09-23T16:43:46.252+00:00""","[""Waterloo Station"",""Waterloo Station""]"
"""57e526432c66dc43f4000dd5""","{""type"":""Point"",""coordinates"":[-0.119905471801758,51.495879631705]}","""2016-09-23T16:44:21.347+00:00""","[""Lambeth Palace"",""Lambeth Palace""]"
"""57e526552c66dc43f4000dd7""","{""type"":""Point"",""coordinates"":[-0.108404159545898,51.4968548226211]}","""2016-09-25T15:48:14.39+00:00""","[""BETHLEM ROYAL HOSPITAL"",""BETHLEM ROYAL HOSPITAL""]"
"""57e529af2c66dc43f4000e05""","{""type"":""Point"",""coordinates"":[0.053740739822388,51.4902418177579]}","""2016-09-26T03:21:49.927+00:00""","[""Church"",""Church"",""Chruch""]"
"""57e52bb52c66dc43f4000e34""","{""type"":""Point"",""coordinates"":[0.053622722625732,51.4907895980346]}","""2016-09-25T15:31:11.174+00:00""","[""Sch."",""Sch.""]"
"""57e52c542c66dc43f4000e42""","{""type"":""Point"",""coordinates"":[0.053097009658813,51.4919786593995]}","""2016-09-25T15:31:06.352+00:00""","[""Chap."",""Chap.""]"
"""57e52cdd2c66dc43f4000e48""","{""type"":""Point"",""coordinates"":[0.042293071746826,51.4910300848574]}","""2016-09-29T10:01:13.389+00:00""","[""Chapel"",""Chapel"",""Chapel""]"
"""57e538982c66dc43f4001152""","{""type"":""Point"",""coordinates"":[0.042164325714111,51.4955857344609]}","""2016-10-01T15:53:54.339+00:00""","[""Wharves"",""Wharves"",""Wharves""]"
"""57e538be2c66dc43f400115c""","{""type"":""Point"",""coordinates"":[0.048344135284424,51.4960532973677]}","""2016-09-26T09:41:20.723+00:00""","[""Royal Dockyard"",""ROYAL DOCKYARD Now used as WAR DEPARTMENT STORES"",""ROYAL DOCKYARD Now used as WAR DEPARTMENT STORES""]"
"""57e538cf2c66dc43f4001162""","{""type"":""Point"",""coordinates"":[0.033860206604004,51.4952116806822]}","""2016-09-23T14:49:10.256+00:00""","[""Telegraph Wharf"",""Telegraph Wharf""]"
"""57e538db2c66dc43f4001164""","{""type"":""Point"",""coordinates"":[0.033023357391357,51.4937822326078]}","""2016-09-23T14:48:50.879+00:00""","[""Paint Works"",""Paint Works""]"
"""57e538e82c66dc43f4001166""","{""type"":""Point"",""coordinates"":[0.036735534667969,51.4923126598216]}","""2016-09-23T14:48:43.34+00:00""","[""Iron Foundry"",""Iron Foundry""]"
"""57e53d182c66dc43f400129d""","{""type"":""Point"",""coordinates"":[0.029976367950439,51.4929539337724]}","""2016-09-23T14:48:58.341+00:00""","[""Timber Yard"",""Timber Yard""]"
"""57e53d5b2c66dc43f40012a9""","{""type"":""Point"",""coordinates"":[0.035340785980225,51.4892264027643]}","""2016-09-23T14:39:15.351+00:00""","[""School"",""School""]"
"""57e53d712c66dc43f40012af""","{""type"":""Point"",""coordinates"":[0.027036666870117,51.4939692657458]}","""2016-09-23T14:50:38.389+00:00""","[""Wharves"",""Wharves""]"
"""57e53d7d2c66dc43f40012b3""","{""type"":""Point"",""coordinates"":[0.024912357330322,51.4943834078205]}","""2016-09-23T14:50:49.647+00:00""","[""Barge Building Works"",""Barge Building Works""]"
"""57e53e9d2c66dc43f40012f8""","{""type"":""Point"",""coordinates"":[0.035920143127441,51.4878502121395]}","""2016-09-23T17:12:17.459+00:00""","[""NORTH KENT LINE"",""NORTH KENT LINE""]"
"""57e53ea12c66dc43f40012fc""","{""type"":""Point"",""coordinates"":[0.019612312316895,51.4951716033096]}","""2016-09-25T05:52:58.325+00:00""","[""Angerstein's Wharf"",""Angerstein's Wharf""]"
"""57e53ea32c66dc43f40012fe""","{""type"":""Point"",""coordinates"":[0.033280849456787,51.4859261478476]}","""2016-09-29T10:01:42.038+00:00""","[""CHARLTON"",""Charlton""]"
"""57e53eb42c66dc43f4001304""","{""type"":""Point"",""coordinates"":[0.026628971099854,51.4929272142045]}","""2016-09-23T14:50:30.015+00:00""","[""Rope Manufactory"",""Rope Manufactory""]"
"""57e53eca2c66dc43f400130c""","{""type"":""Point"",""coordinates"":[0.034031867980957,51.485458481067]}","""2016-09-23T18:18:15.053+00:00""","[""Old Sand & Chalk Pits"",""Old Sand & Chalk Pits""]"
"""57e53ed62c66dc43f4001310""","{""type"":""Point"",""coordinates"":[0.03021240234375,51.4871153360555]}","""2016-09-23T17:12:57.132+00:00""","[""Charlton Junction"",""Charlton Junction""]"
"""57e53f162c66dc43f400133b""","{""type"":""Point"",""coordinates"":[0.039181709289551,51.4823049455641]}","""2016-09-23T17:14:07.946+00:00""","[""Charlton"",""Charlton""]"
"""57e53f872c66dc43f400136f""","{""type"":""Point"",""coordinates"":[0.028817653656006,51.4787502754748]}","""2016-09-23T17:14:48.119+00:00""","[""Rectory"",""Rectory""]"
"""57e53f902c66dc43f4001373""","{""type"":""Point"",""coordinates"":[0.02821683883667,51.4798327419453]}","""2016-09-23T17:14:32.818+00:00""","[""Little Combe"",""Little Combe""]"
"""57e53f9d2c66dc43f4001377""","{""type"":""Point"",""coordinates"":[0.024654865264893,51.4800198323116]}","""2016-09-23T17:21:00.858+00:00""","[""East Combe"",""East Combe""]"
"""57e540ed2c66dc43f40013d6""","{""type"":""Point"",""coordinates"":[0.02471923828125,51.4926065781688]}","""2016-10-01T13:47:46.072+00:00""","[""B.P"",""B.P."",""B.P""]"
"""57e540f12c66dc43f40013d8""","{""type"":""Point"",""coordinates"":[0.024676322937012,51.4922458599329]}","""2016-10-01T13:47:55.606+00:00""","[""B.P"",""B.P."",""B.P""]"
"""57e540f52c66dc43f40013de""","{""type"":""Point"",""coordinates"":[0.024654865264893,51.4916713768499]}","""2016-10-01T13:48:06.22+00:00""","[""B.P"",""B.P."",""B.P""]"
"""57e540fc2c66dc43f40013e0""","{""type"":""Point"",""coordinates"":[0.02471923828125,51.4909632830894]}","""2016-10-01T13:48:12.078+00:00""","[""B.P"",""B.P."",""B.Ps""]"
"""57e541082c66dc43f40013e8""","{""type"":""Point"",""coordinates"":[0.026156902313232,51.4907895980346]}","""2016-09-23T17:16:49.364+00:00""","[""NEW CHARLTON"",""NEW CHARLTON""]"
"""57e541102c66dc43f40013ec""","{""type"":""Point"",""coordinates"":[0.025341510772705,51.4893466504572]}","""2016-09-23T17:20:41.496+00:00""","[""Union By."",""Union By.""]"
"""57e5411c2c66dc43f40013f2""","{""type"":""Point"",""coordinates"":[0.021800994873047,51.4871955049312]}","""2016-09-23T17:13:15.193+00:00""","[""Schools"",""Schools""]"
"""57e541252c66dc43f40013f4""","{""type"":""Point"",""coordinates"":[0.02946138381958,51.4915110546975]}","""2016-10-01T13:47:33.589+00:00""","[""ANCHOR & HOPE LANR"",""ANCHOR & HOPE LANE"",""Anchor & Hope Lane""]"
"""57e541732c66dc43f400141a""","{""type"":""Point"",""coordinates"":[0.022852420806885,51.4938356707255]}","""2016-09-23T17:19:58.775+00:00""","[""Wharf"",""Wharf""]"
"""57e541732c66dc43f400141c""","{""type"":""Point"",""coordinates"":[0.024354457855225,51.4947173906239]}","""2016-09-23T18:17:45.228+00:00""","[""Union By."",""Union By.""]"
"""57e541732c66dc43f400141e""","{""type"":""Point"",""coordinates"":[0.028796195983887,51.4939559062614]}","""2016-09-25T23:22:34.133+00:00""","[""H.W.M.O.T."",""H.W.M.O.T"",""H. W. M. O. T.""]"
"""57e5418a2c66dc43f400142e""","{""type"":""Point"",""coordinates"":[0.0324547290802,51.486413852381]}","""2016-10-17T12:15:04.15+00:00""","[""CEDAR GROVE"",""CEDAR GROVE""]"
"""57e541912c66dc43f4001432""","{""type"":""Point"",""coordinates"":[0.028806924819946,51.4858192530063]}","""2016-09-29T10:02:06.194+00:00""","[""DELAFIELD ROAD"",""Delafield Road""]"
"""57e5419d2c66dc43f4001438""","{""type"":""Point"",""coordinates"":[0.029611587524414,51.4852780940269]}","""2016-09-29T10:02:39.529+00:00""","[""SUNDORNE ROAD"",""Sundorne Road""]"
"""57e541a82c66dc43f4001440""","{""type"":""Point"",""coordinates"":[0.030652284622192,51.4834541405366]}","""2016-09-29T10:02:57.929+00:00""","[""WELLINGTON ROAD"",""Wellington Road""]"
"""57e541b62c66dc43f400144c""","{""type"":""Point"",""coordinates"":[0.026800632476807,51.4838683781351]}","""2016-09-29T10:03:22.571+00:00""","[""CALYDON RD"",""Schs."",""Calydon Rd.""]"
"""57e541bc2c66dc43f4001450""","{""type"":""Point"",""coordinates"":[0.026553869247437,51.4842558873207]}","""2016-10-01T13:52:28.686+00:00""","[""Schs."",""Schs.""]"
"""57e541c52c66dc43f4001456""","{""type"":""Point"",""coordinates"":[0.024054050445557,51.4838884217944]}","""2016-09-23T17:26:50.304+00:00""","[""Sand Pit"",""Sand Pit""]"
"""57e541cf2c66dc43f400145e""","{""type"":""Point"",""coordinates"":[0.023421049118042,51.485084344189]}","""2016-09-23T17:26:26.803+00:00""","[""Victoria Works"",""Victoria Works""]"
"""57e541d62c66dc43f4001464""","{""type"":""Point"",""coordinates"":[0.021650791168213,51.4845832632045]}","""2016-10-01T13:50:52.674+00:00""","[""Old Gravel Pits"",""Old Chalk Pits"",""Old Chalk Pits""]"
"""57e541f32c66dc43f4001474""","{""type"":""Point"",""coordinates"":[0.025770664215088,51.4771799852387]}","""2016-09-26T16:34:44.29+00:00""","[""BOWATER PLACE"",""BOWATER PLACE""]"
"""57e541f92c66dc43f4001478""","{""type"":""Point"",""coordinates"":[0.025019645690918,51.4777212403193]}","""2016-09-26T16:34:56.269+00:00""","[""LYVEDEN ROAD"",""LYVEDEN ROAD""]"
"""57e542072c66dc43f400147e""","{""type"":""Point"",""coordinates"":[0.022616386413574,51.4775608691131]}","""2016-09-29T10:06:53.609+00:00""","[""CRAIGERNE ROAD"",""Craigerne Road""]"
"""57e542112c66dc43f4001486""","{""type"":""Point"",""coordinates"":[0.022498369216919,51.4766854996742]}","""2016-09-29T10:07:13.146+00:00""","[""DORNBERG ROAD"",""Dornberg Road""]"
"""57e5421e2c66dc43f400148e""","{""type"":""Point"",""coordinates"":[0.022358894348145,51.4764983956303]}","""2016-09-29T10:05:45.263+00:00""","[""OLD DOVER ROAD"",""Old Dover Road""]"
"""57e542382c66dc43f40014a4""","{""type"":""Point"",""coordinates"":[0.02447247505188,51.4760373145317]}","""2016-09-29T10:07:38.219+00:00""","[""WOODLANDS ROAD"",""Woodlands Road""]"
"""57e542492c66dc43f40014b0""","{""type"":""Point"",""coordinates"":[0.025094747543335,51.4772501482966]}","""2016-09-29T10:06:12.976+00:00""","[""LIZBAN STREET"",""Lizban Street""]"
"""57e542582c66dc43f40014b8""","{""type"":""Point"",""coordinates"":[0.024080872535706,51.4765719008819]}","""2016-09-29T10:05:55.907+00:00""","[""Chap."",""Chap.""]"
"""57e542642c66dc43f40014be""","{""type"":""Point"",""coordinates"":[0.023909211158752,51.4776677833132]}","""2016-09-29T10:06:28.718+00:00""","[""BANCHORY ROAD"",""Banchory Road""]"
"""57e542772c66dc43f40014c8""","{""type"":""Point"",""coordinates"":[0.024574398994446,51.4790375993265]}","""2016-09-30T16:44:20.966+00:00""","[""FURZEFIELD ROAD"",""FURZEFIELD ROAD""]"
"""57e542842c66dc43f40014ce""","{""type"":""Point"",""coordinates"":[0.026017427444458,51.4791846015274]}","""2016-09-30T16:44:42.127+00:00""","[""COUTHURST ROAD"",""COUTHURST ROAD""]"
"""57e542922c66dc43f40014d6""","{""type"":""Point"",""coordinates"":[0.025298595428467,51.4791044185675]}","""2016-09-30T16:44:31.252+00:00""","[""HASSENDEN ROAD"",""HASSENDEAN ROAD""]"
"""57e542ac2c66dc43f40014e8""","{""type"":""Point"",""coordinates"":[0.028828382492065,51.4812626274053]}","""2016-09-23T17:14:18.908+00:00""","[""Bramhope"",""Bramhope""]"
"""57e542be2c66dc43f40014f2""","{""type"":""Point"",""coordinates"":[0.021296739578247,51.4856789531469]}","""2016-09-27T02:19:15.365+00:00""","[""GURDON ROAD"",""GURDON ROAD""]"
"""57e542c62c66dc43f40014f6""","{""type"":""Point"",""coordinates"":[0.017595291137695,51.4858392958082]}","""2016-09-27T02:18:54.799+00:00""","[""FARMDALE ROAD"",""FARMDALE ROAD""]"
"""57e542d02c66dc43f40014fc""","{""type"":""Point"",""coordinates"":[0.015256404876709,51.4853248611059]}","""2016-09-27T02:18:35.437+00:00""","[""HALSTOW ROAD"",""HALSTOW ROAD""]"
"""57e542e02c66dc43f4001502""","{""type"":""Point"",""coordinates"":[0.017069578170776,51.4860063188141]}","""2016-09-27T02:19:04.531+00:00""","[""COMBEDALE ROAD"",""COMBEDALE ROAD""]"
"""57e542ea2c66dc43f4001508""","{""type"":""Point"",""coordinates"":[0.015835762023926,51.4843828292689]}","""2016-09-27T02:18:27.151+00:00""","[""ORMISTON ROAD"",""ORMISTON ROAD""]"
"""57e542f92c66dc43f4001514""","{""type"":""Point"",""coordinates"":[0.017434358596802,51.4845699009695]}","""2016-09-23T17:26:05.622+00:00""","[""Westcombe Park Sta."",""Westcombe Park Sta.""]"
"""57e543002c66dc43f4001516""","{""type"":""Point"",""coordinates"":[0.01422643661499,51.4850175337092]}","""2016-09-24T10:15:18.025+00:00""","[""School"",""School""]"
"""57e543092c66dc43f400151e""","{""type"":""Point"",""coordinates"":[0.012767314910889,51.484536495365]}","""2016-09-24T10:13:24.322+00:00""","[""CEMETERY"",""CEMETERY""]"
"""57e543152c66dc43f4001526""","{""type"":""Point"",""coordinates"":[0.016189813613892,51.4857658054917]}","""2016-09-27T02:18:45.683+00:00""","[""KEMSING ROAD"",""KEMSING ROAD""]"
"""57e543342c66dc43f4001530""","{""type"":""Point"",""coordinates"":[0.011748075485229,51.4835142720343]}","""2016-09-24T10:13:10.108+00:00""","[""S.E.R. GREENWICH & WOOLWICH LINE"",""GREENWICH & WOOLWICH LINE""]"
"""57e5433d2c66dc43f4001534""","{""type"":""Point"",""coordinates"":[0.012960433959961,51.4829463602825]}","""2016-09-30T16:43:12.907+00:00""","[""HUMBER ROAD"",""HUMBER ROAD""]"
"""57e5434c2c66dc43f400153c""","{""type"":""Point"",""coordinates"":[0.014902353286743,51.4800465594442]}","""2016-09-26T22:18:49.041+00:00""","[""BEACONSFIELD ROAD"",""Beaconsfield Road""]"
"""57e543522c66dc43f4001540""","{""type"":""Point"",""coordinates"":[0.012606382369995,51.4795053319576]}","""2016-09-26T22:18:21.02+00:00""","[""HARDY ROAD"",""Hardy Road""]"
"""57e543602c66dc43f4001542""","{""type"":""Point"",""coordinates"":[0.016543865203857,51.4794585589103]}","""2016-09-30T16:43:46.516+00:00""","[""MYCENAE ROAD"",""MYCENAE ROAD"",""Mycene Road""]"
"""57e543732c66dc43f4001544""","{""type"":""Point"",""coordinates"":[0.014033317565918,51.4785765438956]}","""2016-09-30T16:44:02.975+00:00""","[""VANBRUGH PARK ROAD"",""VANBRUGH PARK ROAD E."",""VANBURGH PARK ROAD""]"
"""57e5438e2c66dc43f4001546""","{""type"":""Point"",""coordinates"":[0.006362199783325,51.479251420553]}","""2016-09-24T19:00:10.221+00:00""","[""VANBRUGH FIELDS"",""VANBRUGH FIELDS""]"
"""57e5439b2c66dc43f4001548""","{""type"":""Point"",""coordinates"":[0.003283023834229,51.4811289951493]}","""2016-09-23T17:25:20.24+00:00""","[""Maze Hill House"",""Maze Hill House""]"
"""57e55af62c66dc43f4001e6b""","{""type"":""Point"",""coordinates"":[-0.073277950286865,51.5076072567021]}","""2016-09-26T03:14:51.613+00:00""","[""Katharine West Dock"",""Katharine West Dock""]"
"""57e55afc2c66dc43f4001e72""","{""type"":""Point"",""coordinates"":[-0.072205066680908,51.5068860547926]}","""2016-09-26T03:14:27.067+00:00""","[""Basin"",""Basin""]"
"""57e55b012c66dc43f4001e75""","{""type"":""Point"",""coordinates"":[-0.070509910583496,51.5076339676647]}","""2016-09-26T03:15:02.553+00:00""","[""Docks"",""Docks""]"
