entryid,gridref,datestamp,transcription
58075c8a2c66dc1ce500479d,SRID=4326;POINT(-0.000740289688110352 51.5144247217957),2016-11-16 19:53:23.781+00,"{""OBAN STREET"",""OBAN STREET""}"
58075c912c66dc1ce50047a1,SRID=4326;POINT(-0.000203847885131836 51.5139239632895),2017-01-01 11:38:49.299+00,"{""MONESS STREET"",""Moness Street""}"
58075c982c66dc1ce50047a5,SRID=4326;POINT(0.000493526458740234 51.5136969509533),2017-01-16 21:06:05.747+00,"{""PORTREE STREET"",""Fortree Street"",""PORTREE STREET""}"
58075ca82c66dc1ce50047ab,SRID=4326;POINT(-0.00222086906433105 51.5130225841061),2017-01-01 11:38:27.526+00,"{""DUNKELD STREET"",""Dunkeld Street""}"
58075cb22c66dc1ce50047b1,SRID=4326;POINT(-0.00667333602905273 51.5132295690518),2017-01-01 11:36:45.407+00,"{""CULLODEN STREET"",""Culloden Street""}"
58075cc82c66dc1ce50047bf,SRID=4326;POINT(-0.00663042068481445 51.5122079890572),2017-01-01 11:37:48.584+00,"{""ATHOL STREET"",""Athol Street""}"
58075cd12c66dc1ce50047c1,SRID=4326;POINT(-0.00622272491455078 51.5127822133116),2017-01-01 11:37:19.948+00,"{""BLAIR STREET"",""Blair Street""}"
58075cde2c66dc1ce50047c9,SRID=4326;POINT(-0.00357270240783691 51.5140307922328),2017-01-01 11:37:02.236+00,"{""BENLEDI STREET"",""Benledi Street""}"
58075ce62c66dc1ce50047cf,SRID=4326;POINT(-0.00703811645507812 51.5153794860932),2017-01-01 11:33:49.091+00,"{""ABBOTT STREET"",""Abbott Road""}"
58075cf42c66dc1ce50047d5,SRID=4326;POINT(-0.00268220901489258 51.5159069347108),2016-11-16 19:53:10.943+00,"{""Poplar Gas Works"",""Poplar Gas Works""}"
58075cfd2c66dc1ce50047dd,SRID=4326;POINT(-0.00510692596435547 51.5153193966226),2017-01-01 11:33:59.499+00,"{""LEVEN ROAD"",""Leven Road""}"
58075d0e2c66dc1ce50047e9,SRID=4326;POINT(-0.00693082809448242 51.514197711955),2016-11-16 19:53:33.921+00,"{""ETTRICK STREET"",""ETTRICK STREET""}"
58075d182c66dc9b3e000006,SRID=4326;POINT(-0.00796079635620117 51.5145048426458),2017-01-01 11:35:54.137+00,"{""FINDHORN ST."",""Findhorn Street""}"
58075d202c66dc1ce50047f3,SRID=4326;POINT(-0.00843286514282227 51.514952181469),2017-01-01 11:36:04.703+00,"{""GLENCOE ST."",""Glencoe Street""}"
58075d2e2c66dc1ce50047fb,SRID=4326;POINT(-0.00760674476623535 51.5136769203988),2017-01-01 11:35:40.781+00,"{""SOUTH BROMLEY"",""South Bromley""}"
58075d4b2c66dc1ce5004811,SRID=4326;POINT(-0.010063648223877 51.5181902494131),2017-01-01 11:43:14.611+00,"{""BRUNSWICK ROAD"",""Brunswick Road""}"
58075d522c66dc1ce5004815,SRID=4326;POINT(-0.00882983207702637 51.5181368398503),2017-01-01 11:42:42.272+00,"{""AILSA ST."",""Ailsa Street""}"
58075d772c66dc1ce5004841,SRID=4326;POINT(-0.00855088233947754 51.5185841430045),2016-12-22 21:40:35.667+00,"{Wharf,Wharf}"
58075d7f2c66dc1ce5004847,SRID=4326;POINT(-0.00671625137329102 51.5183237730461),2016-12-22 21:40:28.118+00,"{""Ailsa Wharf"",""Ailsa Wharf""}"
58075d852c66dc1ce500484d,SRID=4326;POINT(-0.00633001327514648 51.5175560068109),2016-12-22 21:40:19.92+00,"{""Islay Wharf"",""Islay Wharf""}"
58075d8a2c66dc1ce5004853,SRID=4326;POINT(-0.00807881355285645 51.5172422203631),2017-01-01 11:42:30.118+00,"{Sch.,School}"
58075d902c66dc1ce500485b,SRID=4326;POINT(-0.0105035305023193 51.5175359779533),2017-01-01 11:42:20.062+00,"{Tabernacle,Tabernacle}"
58075d9a2c66dc1ce5004867,SRID=4326;POINT(-0.00924825668334961 51.5176094170548),2017-01-01 11:42:57.393+00,"{""LOCHNAGAR ST."",""Lochnagar Street""}"
58075da42c66dc1ce500486d,SRID=4326;POINT(-0.012660026550293 51.5174425098346),2017-01-01 11:42:07.516+00,"{""ZETLAND STREET"",""Zetland Street""}"
58075dbb2c66dc1ce5004881,SRID=4326;POINT(-0.0123810768127441 51.5172221913674),2017-01-01 11:41:56.083+00,"{""ULLIN ST."",""Ullin Street""}"
58075dcc2c66dc1ce500488f,SRID=4326;POINT(-0.0137758255004883 51.5160538180488),2017-01-01 11:32:32.829+00,"{""COBDEN ST."",""Cobden Street""}"
58075dd22c66dc1ce5004899,SRID=4326;POINT(-0.0134003162384033 51.5154996647965),2017-01-01 11:32:48.911+00,"{""BRIGHT ST."",""Bright Street""}"
58075de32c66dc1ce50048a7,SRID=4326;POINT(-0.0110185146331787 51.5159136112365),2017-01-01 11:34:23.232+00,"{""DEWBERRY ST."",""Dewberry Street""}"
58075dea2c66dc1ce50048ad,SRID=4326;POINT(-0.0130891799926758 51.5148520313679),2017-01-01 11:32:59.923+00,"{""BYRON STREET"",""Byron Street""}"
58075df52c66dc1ce50048b4,SRID=4326;POINT(-0.010610818862915 51.5158535224706),2017-01-01 11:33:31.934+00,"{""WILSON STREET"",""Wilson Street""}"
58075e092c66dc1ce50048c9,SRID=4326;POINT(-0.0105679035186768 51.5150590080009),2017-01-01 11:33:16.298+00,"{""JOSHUA ST."",""Joshua Street""}"
58075e112c66dc1ce50048cf,SRID=4326;POINT(-0.0121128559112549 51.5143045402563),2017-01-01 11:34:54.276+00,"{""TAPLEY ST."",""Tapley Street""}"
58075e272c66dc1ce50048e7,SRID=4326;POINT(-0.0111579895019531 51.5153461030638),2016-10-19 11:51:03.23+00,"{""ARDS ROAD""}"
58075e3b2c66dc1ce50048fa,SRID=4326;POINT(-0.0127673149108887 51.5138438414177),2017-01-01 11:35:10.854+00,"{""BURCHAM STREET"",""Burcham Street""}"
58075e452c66dc1ce5004902,SRID=4326;POINT(-0.0126492977142334 51.51339649171),2017-01-01 11:35:22.751+00,"{""WILLIS STREET"",""Willis Street""}"
58075e542c66dc1ce500490e,SRID=4326;POINT(-0.0101709365844727 51.5118006860703),2017-01-01 11:37:58.251+00,"{Ch.,Church}"
58075e672c66dc1ce5004924,SRID=4326;POINT(-0.0128746032714844 51.5151124211729),2017-01-01 11:34:43.811+00,"{Sch.,School}"
58075e6c2c66dc1ce500492a,SRID=4326;POINT(-0.0123059749603271 51.5163208774496),2017-01-01 11:34:33.102+00,"{Ch.,Church}"
58075e792c66dc1ce5004936,SRID=4326;POINT(-0.0143766403198242 51.516067171056),2016-10-19 11:52:25.374+00,"{""RAILWAY STREET""}"
580794b52c66dc1ce500646b,SRID=4326;POINT(-0.0355660915374756 51.5181835732212),2016-10-24 17:31:25.963+00,"{""REGENT'S CANAL"",""REGENT'S CANAL""}"
580794be2c66dc1ce5006473,SRID=4326;POINT(-0.0348043441772461 51.5183170968737),2017-01-01 11:29:15.969+00,"{""RHODESWELL ROAD"",""Rhodeswell Road""}"
5807972d2c66dc1ce5006640,SRID=4326;POINT(-0.0334954261779785 51.5179799488974),2017-02-01 11:14:40.183+00,"{Chs.,Churches,Chs.}"
580797332c66dc1ce5006647,SRID=4326;POINT(-0.0318646430969238 51.5180834302249),2017-02-01 11:14:47.181+00,"{Sch.,School,Sch.}"
5809d6482c66dc1ce501542f,SRID=4326;POINT(-0.0481081008911133 51.4714663454468),2016-11-04 15:37:26.37+00,"{""MUSGROVE ROAD"",""Musgrove Road""}"
5809d65e2c66dc1ce5015437,SRID=4326;POINT(-0.0500929355621338 51.4730034183271),2016-10-30 12:05:40.233+00,"{""SOMERVILLE ROAD"",""Somerville Road""}"
5809d66a2c66dc1ce501543b,SRID=4326;POINT(-0.0526249408721924 51.4720076683254),2016-10-30 12:06:38.14+00,"{""LAUSANNE ROAD"",""Lausanne Road""}"
5809d6742c66dc1ce501543f,SRID=4326;POINT(-0.0558650493621826 51.4701497679346),2016-10-30 12:07:07.085+00,"{""DUNDAS ROAD"",""Dundas Road""}"
5809d6852c66dc1ce5015444,SRID=4326;POINT(-0.0532150268554688 51.4706109085438),2016-11-04 15:36:52.314+00,"{""EDITH ROAD"",""Edith Road""}"
5809d6962c66dc1ce501544c,SRID=4326;POINT(-0.0545990467071533 51.471446296328),2016-11-04 15:47:49.396+00,"{""ST. MARY'S ROAD"",""St Mary's Road""}"
5809d6a72c66dc1ce5015450,SRID=4326;POINT(-0.0511443614959717 51.4722014737204),2016-10-30 12:06:23.021+00,"{""DENNETT'S ROAD"",""Dennett's Road""}"
5809d6ba2c66dc1ce5015457,SRID=4326;POINT(-0.049738883972168 51.4696953059625),2016-11-04 15:36:29.596+00,"{""ARBUTHNOT ROAD"",""Arbuthnot Road""}"
5809d6d22c66dc1ce501545c,SRID=4326;POINT(-0.0560581684112549 51.46912053875),2016-10-30 12:07:41.438+00,"{""HOLLYDALE ROAD"",""Hollydale Road""}"
5809d6d92c66dc1ce5015461,SRID=4326;POINT(-0.0589871406555176 51.4687061671982),2016-10-30 12:07:53.383+00,"{""CREWYS ROAD"",""Crewys Road""}"
5809d6f12c66dc1ce5015467,SRID=4326;POINT(-0.0619697570800781 51.4688933032038),2016-10-30 12:08:08.543+00,"{""BRAYARD ROAD"",""Brayard Road""}"
5809d7012c66dc1ce501546e,SRID=4326;POINT(-0.0601136684417725 51.4697554556011),2016-10-30 12:08:24.256+00,"{""KIRKWOOD ROAD"",""Kirk Wood Road""}"
5809d71f2c66dc1ce5015474,SRID=4326;POINT(-0.0595021247863769 51.4706677153979),2016-10-30 12:08:35.438+00,"{""CAULFIELD ROAD"",""Caulfield Road""}"
5809d72a2c66dc1ce501547b,SRID=4326;POINT(-0.05817711353302 51.4712491461899),2016-11-04 15:37:42.893+00,"{""STANBURY ROAD"",""Stanbury Road""}"
5809d7332c66dc1ce5015480,SRID=4326;POINT(-0.0595343112945557 51.4711321923156),2016-10-30 12:08:51.557+00,"{""LUGARD ROAD"",""Lugard Road""}"
5809d76c2c66dc1ce5015490,SRID=4326;POINT(-0.0544756650924683 51.4709885057167),2016-10-30 12:06:55.636+00,"{Ch.,Church}"
5809d7782c66dc1ce5015494,SRID=4326;POINT(-0.0551140308380127 51.4728363476966),2016-10-21 08:53:12.894+00,{L.B}
5809d79c2c66dc1ce5015498,SRID=4326;POINT(-0.0488483905792236 51.4723952782921),2016-11-04 15:37:14.396+00,"{""WALLER ROAD"",""Waller Road""}"
5809d7a92c66dc1ce501549a,SRID=4326;POINT(-0.0473678112030029 51.4727628364253),2016-10-30 12:05:23.623+00,"{""ERLANGER ROAD"",""Erlanger Road""}"
5809d7bf2c66dc1ce501549e,SRID=4326;POINT(-0.0509190559387207 51.4692809396307),2016-11-04 15:48:10.098+00,"{""GELLATLY ROAD"",""Gellatly Road""}"
5809d7d22c66dc1ce50154a0,SRID=4326;POINT(-0.0520724058151245 51.4687329009603),2016-11-04 15:36:13.966+00,"{""SELDEN ROAD"",""Selden Road""}"
5809d7e62c66dc1ce50154a2,SRID=4326;POINT(-0.0526624917984009 51.4682683996161),2016-11-04 15:36:01.4+00,"{""GIBBON ROAD"",""Gibson Road""}"
5809d7ef2c66dc1ce50154a4,SRID=4326;POINT(-0.0533974170684814 51.4699492705638),2016-11-04 15:36:41.389+00,"{Chap.,Chapel}"
5809d7f42c66dc1ce50154a6,SRID=4326;POINT(-0.0516003370285034 51.4704705618953),2016-10-21 08:55:16.778+00,{B.P}
5809d80f2c66dc1ce50154a8,SRID=4326;POINT(-0.0648021697998047 51.4699559538236),2016-10-30 12:09:02.83+00,"{Workho.,Workhouse}"
5809d8172c66dc1ce50154aa,SRID=4326;POINT(-0.0603389739990234 51.4686861168664),2016-10-21 08:55:51.298+00,{S.Ps}
5809d82e2c66dc1ce50154ac,SRID=4326;POINT(-0.0551676750183105 51.4697053309077),2016-10-30 12:07:20.224+00,"{""ANSDELL ROAD"",""Ansdell Road""}"
5809d8662c66dc1ce50154b2,SRID=4326;POINT(-0.0458872318267822 51.4676702218543),2016-11-02 21:41:59.403+00,"{Church,Church}"
5809d86e2c66dc1ce50154b4,SRID=4326;POINT(-0.0477111339569092 51.4681113369406),2016-11-02 21:42:55.902+00,"{""Meth. Chap."",""Meth. Chap.""}"
5809d8bb2c66dc1ce50154c4,SRID=4326;POINT(-0.0431406497955322 51.467422928198),2016-11-04 15:34:42.123+00,"{""Aske's Hatcham Schools"",""Aske's Hatcham School"",""Aske's Hatchem Schools""}"
5809d8f92c66dc1ce50154ca,SRID=4326;POINT(-0.0414025783538818 51.4682249568025),2016-11-04 15:34:56.862+00,"{""WALLBUTTON ROAD"",""Wallbutton Road""}"
5809d9082c66dc1ce50154d5,SRID=4326;POINT(-0.0400614738464355 51.4677537667056),2016-11-04 15:35:27.971+00,"{""SPRULES ROAD"",""Sprules Road""}"
5809dcea2c66dc1ce5015577,SRID=4326;POINT(-0.0788784027099609 51.474580534929),2016-11-04 15:40:40.801+00,"{Church,Church}"
5809e0752c66dc1ce50155d6,SRID=4326;POINT(-0.0922787189483643 51.4784094936763),2016-10-23 21:48:28.934+00,"{""GEORGE STREET"",""George Street""}"
5809e0812c66dc1ce50155d8,SRID=4326;POINT(-0.0948214530944824 51.4777947436003),2016-11-02 21:08:39.453+00,"{Chap.,Chapel,Chap.}"
5809e0882c66dc1ce50155da,SRID=4326;POINT(-0.0953578948974609 51.4773604043125),2016-11-02 21:08:51.964+00,"{Ch.,Church,Ch.}"
5809e0922c66dc1ce50155dc,SRID=4326;POINT(-0.0928688049316406 51.4775942798276),2016-11-02 21:08:46.185+00,"{Schs.,Schools,Schs.}"
5809e09f2c66dc1ce50155de,SRID=4326;POINT(-0.0910019874572754 51.4763914786892),2016-10-23 21:48:44.176+00,"{""WATERLOO STREET"",""Waterloo Street""}"
5809e0ad2c66dc1ce50155e0,SRID=4326;POINT(-0.0870645046234131 51.4769527898342),2016-10-30 11:57:51.213+00,"{""ELMINGTON RD."",""Elmington Road""}"
5809e0ba2c66dc1ce50155e2,SRID=4326;POINT(-0.086066722869873 51.4762043734392),2016-10-30 11:57:37.467+00,"{Club,Club}"
5809e0c82c66dc1ce50155e4,SRID=4326;POINT(-0.0865495204925537 51.4754292149416),2016-10-30 11:57:27.943+00,"{""Presb. Ch."",""Presbyterian Church""}"
5809e0d72c66dc1ce50155e6,SRID=4326;POINT(-0.0823438167572021 51.4755027219162),2016-11-04 15:41:04.894+00,"{""SOUTH STREET"",""South Street""}"
5809e0f52c66dc1ce50155e8,SRID=4326;POINT(-0.0945961475372314 51.48116240325),2016-11-04 15:44:10.666+00,"{""CAMBERWELL ROAD"",""Camberwell Road""}"
5809e1472c66dc1ce50155f9,SRID=4326;POINT(-0.0928795337677002 51.4756096409406),2016-11-02 21:10:24.806+00,"{Sch.,School,Sch.}"
5809e1552c66dc1ce50155fb,SRID=4326;POINT(-0.0971496105194092 51.4759638084186),2016-10-23 21:49:50.532+00,"{""ORCHARD ROW"",""Orchard Row""}"
5809e15e2c66dc1ce50155fd,SRID=4326;POINT(-0.0952398777008057 51.4753690727834),2016-11-02 21:10:20.273+00,"{Sch.,School,Sch.}"
5809e1642c66dc1ce5015601,SRID=4326;POINT(-0.0947141647338867 51.4749146628028),2016-11-02 21:10:15.345+00,"{Ch.,Church,Ch.}"
5809e16a2c66dc1ce5015603,SRID=4326;POINT(-0.0933408737182617 51.475248788229),2016-11-02 21:10:10.765+00,"{P.O.,P.O.}"
5809e1782c66dc1ce5015605,SRID=4326;POINT(-0.0927078723907471 51.4753757552493),2016-10-23 21:49:14.904+00,"{""CAMBERWELL GREEN"",""Camberwell Green""}"
5809e1842c66dc1ce501560b,SRID=4326;POINT(-0.0901114940643311 51.4749748055601),2016-10-30 11:56:36.738+00,"{""BELHAM STREET"",""Belham Street""}"
5809e18f2c66dc1ce501560d,SRID=4326;POINT(-0.0884592533111572 51.475101773343),2016-10-30 11:56:45.656+00,"{""VICARAGE RD."",""Vicarage Road""}"
5809e19b2c66dc1ce501560f,SRID=4326;POINT(-0.0869035720825195 51.4742865003757),2016-10-30 11:57:11.877+00,"{""BRUNSWICK SQUARE"",""Brunswick Square""}"
5809e1b32c66dc1ce5015611,SRID=4326;POINT(-0.0878584384918213 51.473878858428),2016-10-30 11:56:57.207+00,"{""VICARAGE ROAD"",""Vicarage Road""}"
5809e1bb2c66dc1ce5015613,SRID=4326;POINT(-0.0904333591461182 51.473878858428),2016-10-30 11:56:19.373+00,"{""CHURCH STREET"",""Church Street""}"
5809e1ce2c66dc1ce5015615,SRID=4326;POINT(-0.0844788551330566 51.4736182329787),2016-11-04 15:41:19.81+00,"{""PECKHAM ROAD"",""Peckham Road""}"
5809e1e52c66dc1ce5015617,SRID=4326;POINT(-0.082772970199585 51.4773002647005),2016-10-30 11:58:10.611+00,"{""SEDGMOOR PLACE"",""Sedgmoor Place""}"
5809e1fd2c66dc1ce5015619,SRID=4326;POINT(-0.0821077823638916 51.4748411548805),2016-11-04 15:40:51.875+00,"{""Camberwell Ho."",""Camberwell House""}"
5809e2042c66dc1ce501561b,SRID=4326;POINT(-0.0813782215118408 51.4736315984225),2016-11-04 15:40:28.011+00,"{Chap.,Chapel}"
5809e22a2c66dc1ce501561d,SRID=4326;POINT(-0.08614182472229 51.47828587612),2016-10-30 11:58:24.698+00,"{Sch.,School}"
5809e2322c66dc1ce501561f,SRID=4326;POINT(-0.086066722869873 51.4787602984303),2016-10-30 11:58:35.555+00,"{Ch.,Church}"
5809e2532c66dc1ce5015623,SRID=4326;POINT(-0.0780415534973145 51.4729766870674),2016-11-04 15:39:23.908+00,"{""TALFOURD ROAD"",""Talfourd Road""}"
5809e25d2c66dc1ce5015627,SRID=4326;POINT(-0.0774621963500977 51.4724554243711),2016-11-04 15:39:10.372+00,"{""TALFOURD PL."",""Talfourd Place""}"
5809e26c2c66dc1ce501562d,SRID=4326;POINT(-0.0724732875823975 51.4714396132864),2016-10-24 11:48:49.63+00,"{""HANOVER STREET"",""Hanover Street""}"
5809e2772c66dc1ce5015631,SRID=4326;POINT(-0.0691473484039307 51.4720076683254),2016-10-30 12:10:06.39+00,"{""HANOVER PARK"",""Hanover Park""}"
5809e2802c66dc1ce5015637,SRID=4326;POINT(-0.0686216354370117 51.4707646210445),2016-10-30 12:09:21.727+00,"{""MONCRIEFF STREET"",""Moncrieff Street""}"
5809e28b2c66dc1ce5015639,SRID=4326;POINT(-0.0724625587463379 51.47032353161),2016-10-24 11:48:20.875+00,"{""ELM GROVE"",""Elm Grove""}"
5809e29d2c66dc1ce501563f,SRID=4326;POINT(-0.0763356685638428 51.472107912598),2016-11-04 15:38:57.482+00,"{""DENMAN ROAD"",""Denman Road""}"
5809e2ad2c66dc1ce5015645,SRID=4326;POINT(-0.0792968273162842 51.4728898103649),2016-11-04 15:39:37.799+00,"{""BUSHEY HILL ROAD"",""Bushey Hill Road""}"
5809e2bd2c66dc1ce5015647,SRID=4326;POINT(-0.0745117664337158 51.4723752295815),2016-11-04 15:38:44.033+00,"{""LYNDHURST ROAD"",""Lyndhurst Road""}"
5809e2d12c66dc1ce501564b,SRID=4326;POINT(-0.0657892227172852 51.4729499557919),2016-10-30 12:09:55.468+00,"{""CLAYTON ROAD"",""Clayton Road""}"
5809e2dc2c66dc1ce501564f,SRID=4326;POINT(-0.0630855560302734 51.4716334210946),2016-11-04 15:38:00.628+00,"{""HARDER'S ROAD"",""Harder's Road""}"
5809e2ec2c66dc1ce5015655,SRID=4326;POINT(-0.0613689422607422 51.4726759593156),2016-10-24 11:50:11.802+00,"{""WOOD'S RD."",""Wood's Rd.""}"
5809e2f82c66dc1ce5015659,SRID=4326;POINT(-0.0597059726715088 51.4723618637695),2016-11-04 15:38:13.676+00,"{""BURCHELL ROAD"",""Burchell Road""}"
5809e3122c66dc1ce5015661,SRID=4326;POINT(-0.0669586658477783 51.4720344001529),2016-10-30 12:09:44.031+00,"{""CICELY ROAD"",""Cicely Road""}"
5809e31b2c66dc1ce5015666,SRID=4326;POINT(-0.0683319568634033 51.4718740089525),2016-10-30 12:09:32.872+00,"{""CERISE ROAD"",""Cerise Road""}"
5809e3342c66dc1ce501566c,SRID=4326;POINT(-0.0718992948532104 51.4698389966342),2016-10-24 11:48:29.836+00,"{""SOUTH GROVE"",""South Grove""}"
5809e34c2c66dc1ce5015673,SRID=4326;POINT(-0.0813674926757812 51.4700628858488),2016-11-04 15:42:27.304+00,"{""LYNDHURST GROVE"",""Lyndhurst Grove""}"
5809e3572c66dc1ce5015677,SRID=4326;POINT(-0.0817644596099854 51.4704237795832),2016-11-04 15:42:14.655+00,"{""CAIRLOCK ROAD"",""Cairlock Road""}"
5809e3652c66dc1ce501567c,SRID=4326;POINT(-0.0839424133300781 51.4708381355356),2016-11-04 15:42:52.566+00,"{""RIGNOLD ROAD"",""Rignold Road""}"
5809e3732c66dc1ce5015682,SRID=4326;POINT(-0.0832664966583252 51.4710720444921),2016-11-04 15:43:02.147+00,"{""LINNELL ROAD"",""Linnell Road""}"
5809e3822c66dc1ce5015687,SRID=4326;POINT(-0.0818288326263428 51.470851501794),2016-11-04 15:42:02.675+00,"{""OSWYTH RD."",""Oswyth Road""}"
5809e3902c66dc1ce5015689,SRID=4326;POINT(-0.084843635559082 51.4712257554391),2016-11-04 15:41:51.943+00,"{""GRACES ROAD"",""Graces Road""}"
5809e39d2c66dc1ce501568d,SRID=4326;POINT(-0.0861310958862305 51.4724086440943),2016-11-04 15:43:31.806+00,"{""WILSON ROAD"",""Wilson Road""}"
5809e3a52c66dc1ce5015691,SRID=4326;POINT(-0.085294246673584 51.4725690334151),2016-11-04 15:41:30.391+00,"{""DAGMAR ROAD"",""Dagman Road""}"
5809e3ad2c66dc1ce5015697,SRID=4326;POINT(-0.0845754146575928 51.4719809364821),2016-11-04 15:41:39.187+00,"{""MAUDE ROAD"",""Maude Road""}"
5809e3bc2c66dc1ce501569b,SRID=4326;POINT(-0.088115930557251 51.4721747419907),2016-11-04 15:43:21.431+00,"{""CAMBERWELL GROVE"",""Camberwell Grove""}"
5809e3c92c66dc1ce501569f,SRID=4326;POINT(-0.0924074649810791 51.4721881078575),2016-10-30 11:55:25.388+00,"{""DANEVILLE ROAD"",""Daneville Road""}"
5809e3d52c66dc1ce50156a4,SRID=4326;POINT(-0.0929009914398193 51.471593322995),2016-10-30 11:55:11.804+00,"{""SELBORNE RD."",""Selborne Road""}"
5809e3e82c66dc1ce50156aa,SRID=4326;POINT(-0.0931262969970703 51.4713260014298),2016-10-30 11:54:59.248+00,"{""DENMARK HILL"",""Denmark Hill""}"
5809e4172c66dc1ce50156b4,SRID=4326;POINT(-0.0831162929534912 51.4708648680485),2016-11-04 15:42:42.389+00,"{""MC. NEIL ROAD"",""McNeil Road""}"
5809e42c2c66dc1ce50156b9,SRID=4326;POINT(-0.0807559490203857 51.4726091306571),2016-11-04 15:40:04.151+00,"{""SHENLEY ROAD"",""Shenley Road""}"
5809e4382c66dc1ce50156bd,SRID=4326;POINT(-0.0798332691192627 51.4724821559363),2016-11-04 15:39:53.741+00,"{""CROFTON ROAD"",""Crofton Road""}"
5809e45c2c66dc1ce50156c2,SRID=4326;POINT(-0.0621950626373291 51.4727762021198),2016-10-24 11:49:55.937+00,"{Sch.,Sch.}"
5809e4622c66dc1ce50156c4,SRID=4326;POINT(-0.0634074211120605 51.4729232245008),2016-10-24 11:49:49.137+00,"{Ch.,Ch.}"
5809e4702c66dc1ce50156c9,SRID=4326;POINT(-0.0692653656005859 51.4714262472003),2016-10-24 11:48:39.851+00,"{Chap.,Chap.}"
5809e47a2c66dc1ce50156cb,SRID=4326;POINT(-0.0699305534362793 51.4730568807997),2016-10-24 11:49:27.342+00,"{Chap.,Chap.}"
5809e4822c66dc1ce50156cf,SRID=4326;POINT(-0.0724196434020996 51.4727828849656),2016-10-30 12:10:19.227+00,"{Schs.,Sch.,Schools}"
5809e48b2c66dc1ce50156d1,SRID=4326;POINT(-0.0721943378448486 51.4718806919305),2016-10-24 11:49:06.581+00,"{""Friends' Meeting Ho."",""Friends' Meeting Ho.""}"
5809e4b82c66dc1ce50156dc,SRID=4326;POINT(-0.0824403762817383 51.4720410831074),2016-11-04 15:40:14.855+00,"{""Carriage Works"",""Carriage Works""}"
5809e4c02c66dc1ce50156df,SRID=4326;POINT(-0.0865066051483154 51.4730769292107),2016-10-30 11:56:06.74+00,"{School,School}"
5809e4c72c66dc383200000c,SRID=4326;POINT(-0.0872576236724854 51.4726960078941),2016-10-30 11:55:57.469+00,"{Ch.,Church}"
5809e4d02c66dc1ce50156e1,SRID=4326;POINT(-0.0891458988189697 51.4729232245008),2016-10-30 11:55:47.479+00,"{Sch.,School}"
5809e4d62c66dc1ce50156e5,SRID=4326;POINT(-0.0921285152435303 51.4734912610665),2016-10-30 11:55:37.995+00,"{Chap.,Chapel}"
5809e4e02c66dc1ce50156e9,SRID=4326;POINT(-0.093458890914917 51.4736850601589),2016-10-21 09:50:24.038+00,{M.S}
5809e4ed2c66dc1ce50156eb,SRID=4326;POINT(-0.0907552242279053 51.4679977167959),2016-12-30 15:48:37.231+00,"{S.P,S.P8}"
5809e4f62c66dc1ce50156ef,SRID=4326;POINT(-0.0885772705078125 51.4686326492718),2016-10-24 11:47:46.481+00,"{S.Ps,S.Ps}"
5809e5052c66dc1ce50156f3,SRID=4326;POINT(-0.0878798961639404 51.4708581849217),2016-10-21 09:51:01.04+00,{L.B}
580b5e722c66dc1ce5021b75,SRID=4326;POINT(-0.0960016250610352 51.4677905263917),2016-10-30 11:51:10.165+00,"{""Cabinet Works"",""Cabinet Works""}"
580b5ecd2c66dc1ce5021ba7,SRID=4326;POINT(-0.101269483566284 51.4676100694667),2016-12-30 15:52:15.749+00,"{""LUXOR ST."",""Luxor Street"",""LUXOR ST.""}"
580b5ed52c66dc1ce5021bab,SRID=4326;POINT(-0.10113000869751 51.4683987278086),2016-10-30 11:52:52.55+00,"{""EASTLAKE ROAD"",""Eastlake Road""}"
580b5edd2c66dc1ce5021baf,SRID=4326;POINT(-0.10162353515625 51.4676301202714),2016-10-30 11:53:15.174+00,"{""FLAXMAN ROAD"",""Flaxman Road""}"
580b5ee92c66dc1ce5021bb5,SRID=4326;POINT(-0.0993919372558594 51.4675699678309),2016-10-30 11:51:46.127+00,"{""COLDHARBOUR LANE"",""Coldharbour Lane""}"
580b5ef32c66dc1ce5021bb9,SRID=4326;POINT(-0.100035667419434 51.46939455658),2016-10-30 11:52:40.023+00,"{""LILFORD ROAD"",""Lilford Road""}"
580b5efc2c66dc1ce5021bbf,SRID=4326;POINT(-0.0998103618621826 51.4712658538618),2016-10-24 11:45:25.71+00,"{""DENMARK STREET"",""Denmark Street""}"
580b5f092c66dc1ce5021bc3,SRID=4326;POINT(-0.0997352600097656 51.4729031760222),2016-10-24 11:45:50.712+00,"{""DENMARK ROAD"",""Denmark Road""}"
580b5f102c66dc1ce5021bc9,SRID=4326;POINT(-0.0975465774536133 51.4724821559363),2016-10-24 11:46:21.742+00,"{""WARNER ROAD"",""Warner Road""}"
580b5f1c2c66dc1ce5021bcd,SRID=4326;POINT(-0.097053050994873 51.4717938131409),2016-10-24 11:46:35.486+00,"{""LOWTH ROAD"",""Lowth Road""}"
580b5f232c66dc1ce5021bd3,SRID=4326;POINT(-0.0965487957000732 51.4724420585827),2016-10-24 11:46:44.731+00,"{""CRAWFORD STREET"",""Crawford Street""}"
580b5f2a2c66dc1ce5021bd7,SRID=4326;POINT(-0.0955402851104736 51.4728096163389),2016-10-24 11:46:57.147+00,"{""VALMAR ROAD"",""Valmar Road""}"
580b5f322c66dc1ce5021bdd,SRID=4326;POINT(-0.0938236713409424 51.4716267380805),2016-10-24 11:47:16.823+00,"{L.B,L.B}"
