entryid,gridref,datestamp,transcription
57f0fd1e2c66dca32201539d,SRID=4326;POINT(-0.0322830677032471 51.5042549065934),2016-10-02 21:02:55.916+00,"{""Nelson Dockyard"",""Nelson Dockyard""}"
57f0fd252c66dca3220153a3,SRID=4326;POINT(-0.0322508811950684 51.5040011329977),2016-10-02 21:03:01.956+00,"{""Dry Dock"",""DRY DOCK""}"
57f0fd2b2c66dca3220153a5,SRID=4326;POINT(-0.0323581695556641 51.5034869032204),2016-10-02 21:03:09.755+00,"{Wharves,Wharves}"
57f0fd322c66dca3220153ad,SRID=4326;POINT(-0.035405158996582 51.5034401547711),2016-10-02 21:03:14.465+00,"{Chap.,Chap.}"
57f0fd3b2c66dca3220153b5,SRID=4326;POINT(-0.0369930267333984 51.5029125618041),2016-10-02 21:03:55.558+00,"{""Acorn Pond"",""ACORN POND""}"
57f0fd432c66dca3220153bb,SRID=4326;POINT(-0.0338172912597656 51.5019976076203),2016-10-02 21:03:49.198+00,"{Sch.,Sch.}"
57f0fd4a2c66dca3220153bf,SRID=4326;POINT(-0.033109188079834 51.5018707147137),2016-10-02 21:05:56.101+00,"{P.H.,P.H.}"
57f0fd592c66dca3220153c8,SRID=4326;POINT(-0.0320041179656982 51.5027923498939),2016-10-02 21:03:43.526+00,"{""Lawrence's Wharf"",""Lawrence's Wharf""}"
57f0fd652c66dca3220153ca,SRID=4326;POINT(-0.0317788124084473 51.5017905716433),2016-10-02 21:05:49.223+00,"{""Durand's Wharf"",""Durand's Wharf""}"
57f0fd742c66dca3220153d2,SRID=4326;POINT(-0.0337421894073486 51.5012429235564),2016-10-02 21:06:05.421+00,"{Chap.,Chap.}"
57f0fd7b2c66dca3220153d8,SRID=4326;POINT(-0.0349223613739014 51.5007687351408),2016-10-02 21:06:11.653+00,"{Vic.,Vic.}"
57f0fd852c66dca3220153e0,SRID=4326;POINT(-0.0367462635040283 51.5005349784724),2016-10-02 21:07:00.306+00,"{""Holy Trinity Church"",""Holy Trinity Church""}"
57f0fd8e2c66dca3220153e4,SRID=4326;POINT(-0.0323152542114258 51.5003947238959),2016-10-02 21:06:19.132+00,"{""Trinity Wharf"",""Trinity Wharf""}"
57f0fd952c66dca3220153e8,SRID=4326;POINT(-0.0339460372924805 51.5000073518707),2016-10-02 21:06:24.893+00,"{School,School}"
57f0fd9c2c66dca3220153ec,SRID=4326;POINT(-0.0357377529144287 51.4994396455406),2016-10-02 21:06:46.042+00,"{""Acorn Yard"",""Acorn Yard""}"
57f0fdac2c66dca3220153f6,SRID=4326;POINT(-0.0377547740936279 51.4994196087174),2016-10-02 21:06:51.764+00,"{""Lady Dock"",""LADY DOCK""}"
57f0fdcc2c66dca322015409,SRID=4326;POINT(-0.0322723388671875 51.4996867656358),2016-10-02 21:06:29.029+00,"{Pier,Pier}"
57f0fde12c66dca322015417,SRID=4326;POINT(-0.0322186946868896 51.4984578308445),2016-10-02 21:08:52.938+00,"{Redriff,Redriff}"
57f0fded2c66dca32201541d,SRID=4326;POINT(-0.0343108177185059 51.4991925241055),2016-10-02 21:06:38.003+00,"{""Barnard's Wharf"",""Barnard's Wharf""}"
57f0fdf42c66dca32201541f,SRID=4326;POINT(-0.0321543216705322 51.4988251789554),2016-10-02 21:08:58.175+00,"{Dock,DOCK}"
57f0fdf92c66dca322015423,SRID=4326;POINT(-0.031435489654541 51.4981038380455),2016-10-02 21:08:19.526+00,"{Pier,Pier}"
57f0fe042c66dcdfff000008,SRID=4326;POINT(-0.0325191020965576 51.4971954665858),2016-10-05 17:12:42.803+00,"{""Arkin's Wharf"",""Atkin's Wharf"",""Atkin's Wharf""}"
57f0fe112c66dca322015425,SRID=4326;POINT(-0.0362420082092285 51.4983710026766),2016-10-02 21:08:33.69+00,"{Church,Church}"
57f0fe1c2c66dca32201542b,SRID=4326;POINT(-0.0365853309631348 51.4978700677087),2016-10-02 21:09:07.515+00,"{""Norway Yard"",""Norway Yard""}"
57f0fe252c66dca322015431,SRID=4326;POINT(-0.0389134883880615 51.4963872679361),2016-10-02 21:09:19.856+00,"{""Onega Yard"",""Onega Yard""}"
57f0fe332c66dca322015437,SRID=4326;POINT(-0.0424861907958984 51.4950446913972),2016-10-02 21:11:36.691+00,"{""Upper Brunswick Yard"",""Upper Brunswick yard""}"
57f0fe3e2c66dca32201543b,SRID=4326;POINT(-0.0445568561553955 51.4945637588382),2016-10-02 21:11:26.803+00,"{""Canada Yard"",""Canada Yard""}"
57f0fe4b2c66dca322015445,SRID=4326;POINT(-0.042421817779541 51.4940360631091),2016-10-02 21:11:45.4+00,"{""Lower Brunswick Yard"",""Lower Brunswick Yard""}"
57f0fe552c66dca322015447,SRID=4326;POINT(-0.0435268878936768 51.4932278084399),2016-10-02 21:12:06.347+00,"{""Commercial Basin"",""COMMERCIAL BASIN""}"
57f0fe632c66dca322015451,SRID=4326;POINT(-0.0391817092895508 51.4948242646042),2016-10-02 21:09:36.688+00,"{""Ploughbridge Works"",""Ploughbridge Works""}"
57f0fe6f2c66dca322015455,SRID=4326;POINT(-0.0405013561248779 51.4959931824055),2016-10-02 21:53:36.202+00,"{""Surrey Canal"",""SURREY CANAL""}"
57f0fe822c66dca32201545d,SRID=4326;POINT(-0.0394070148468018 51.4949712159179),2016-10-02 21:53:49.083+00,"{""Commercial Dock Road"",""COMMERCIAL DOCK ROAD""}"
57f0fe8a2c66dca322015461,SRID=4326;POINT(-0.0405979156494141 51.4964807792568),2016-10-02 21:09:24.452+00,"{Lock,Lock}"
57f0fe982c66dca322015467,SRID=4326;POINT(-0.0325512886047363 51.4965275348452),2016-10-02 21:12:56.179+00,"{""Dry Dock"",""DRY DOCK""}"
57f0fe9f2c66dca32201546b,SRID=4326;POINT(-0.0326049327850342 51.4954120670168),2016-10-02 21:13:01.485+00,"{""Dry Dock"",""DRY DOCK""}"
57f0feaa2c66dca32201546f,SRID=4326;POINT(-0.0326156616210938 51.4948977403203),2016-10-02 21:10:24.936+00,"{""Dog & Duck Stairs"",""Dog & Duck Stairs""}"
57f0feb32c66dca322015473,SRID=4326;POINT(-0.0336885452270508 51.4942431343133),2016-10-02 21:10:15.836+00,"{Lock,Lock}"
57f0feb92c66dca322015477,SRID=4326;POINT(-0.0370573997497559 51.4943500094055),2016-10-02 21:10:10.863+00,"{Lock,Lock}"
57f12e4e2c66dca32201717c,SRID=4326;POINT(-0.0942099094390869 51.5006218025177),2016-10-02 21:45:08.42+00,"{""Borough High Street"",""BOROUGH HIGH STREET""}"
57f12e5b2c66dca322017191,SRID=4326;POINT(-0.0959587097167969 51.5024049982482),2016-10-02 21:17:39.438+00,"{""Marshalsea Road"",""MARSHALSEA ROAD""}"
57f12e6f2c66dca3220171a7,SRID=4326;POINT(-0.0956153869628906 51.5012496022313),2016-10-03 15:12:54.964+00,"{""Borough Sta. (Elec. Ry.)"",""Borough Sta. (Elec. Ry.)""}"
57f12e772c66dca3220171b4,SRID=4326;POINT(-0.0974178314208984 51.5014967125125),2016-10-02 21:45:25.967+00,"{""Lant Street"",""LANT STREET""}"
57f12e7d2c66dca3220171bc,SRID=4326;POINT(-0.0967955589294433 51.500868916203),2016-10-02 21:18:00.934+00,"{Sch.,Sch.}"
57f12e8a2c66dca3220171d0,SRID=4326;POINT(-0.10037899017334 51.5015968919745),2016-10-02 21:45:35.279+00,"{""Great Suffolk Street"",""GREAT SUFFOLK STREET""}"
57f12e922c66dca3220171dc,SRID=4326;POINT(-0.103211402893066 51.5007486989019),2016-10-02 21:45:41.973+00,"{""Friar Street"",""FRIAR STREET""}"
57f12eaa2c66dca3220171f5,SRID=4326;POINT(-0.0998961925506592 51.4994062508304),2016-10-03 15:13:27.629+00,"{""Borough Road Sta."",""Borough Road St."",""Borough Road Sta.""}"
57f12eb62c66dca3220171ff,SRID=4326;POINT(-0.102235078811646 51.4987851047599),2016-10-02 21:47:12.134+00,"{""Borough Road"",""BOROUGH ROAD""}"
57f12ebe2c66dca32201720a,SRID=4326;POINT(-0.0986945629119873 51.4990589443935),2016-10-03 09:45:12.927+00,"{Chap.,Chap.,Chp.}"
57f12ed72c66dca322017220,SRID=4326;POINT(-0.105453729629517 51.4986982772155),2016-10-03 09:44:46.967+00,"{""ST. GEORGE'S CIRCUS"",""St. George's Circus""}"
57f12ee52c66dca322017234,SRID=4326;POINT(-0.107653141021729 51.4974292403826),2016-10-02 21:18:39.075+00,"{""R.C. Cathedral"",""R.C. Cathedral""}"
57f12ef22c66dca322017244,SRID=4326;POINT(-0.106000900268555 51.4969149364469),2016-10-02 21:47:32.718+00,"{""Gladstone Street"",""GLADSTONE STREET""}"
57f12efa2c66dca32201724e,SRID=4326;POINT(-0.104638338088989 51.496440703),2016-10-02 21:47:38.99+00,"{""Garden Row"",""GARDEN ROW""}"
57f12f172c66dca322017276,SRID=4326;POINT(-0.103747844696045 51.49765633378),2016-10-02 21:46:58.248+00,"{""London Road"",""LONDON ROAD""}"
57f12f292c66dca32201728d,SRID=4326;POINT(-0.0999820232391357 51.4962803976205),2016-10-02 21:48:20.29+00,"{""Newington Causeway"",""NEWINGTON CAUSEWAY""}"
57f12f382c66dca322017296,SRID=4326;POINT(-0.097804069519043 51.4958261959834),2016-10-02 21:47:51.524+00,"{""Rockingham Street"",""ROCKINGHAM STREET""}"
57f12f3e2c66dca32201729e,SRID=4326;POINT(-0.0923001766204834 51.4950914484587),2016-10-02 21:48:03.561+00,"{Sch.,Sch.}"
57f12f472c66dca3220172a9,SRID=4326;POINT(-0.0934803485870361 51.4933012867292),2016-10-02 21:35:50.263+00,"{""Munton Road"",""MUNTON ROAD""}"
57f12f562c66dca3220172bd,SRID=4326;POINT(-0.0943279266357422 51.4938757492727),2016-10-02 21:35:38.228+00,"{""Rodney Place"",""RODNEY PLACE""}"
57f12f5f2c66dca3220172ca,SRID=4326;POINT(-0.0967848300933838 51.4935417603028),2016-10-02 21:35:01.062+00,"{""Chatteris RD."",""CHATTERIS RD.""}"
57f12f672c66dca3220172d5,SRID=4326;POINT(-0.0964951515197754 51.4928938147227),2016-10-02 21:34:41.283+00,"{Sch.,Sch.}"
57f12f6f2c66dca3220172df,SRID=4326;POINT(-0.0973212718963623 51.492493019032),2016-10-02 21:34:04.711+00,"{""Deacon Street"",""DEACON STREET""}"
57f12f792c66dca3220172ed,SRID=4326;POINT(-0.0955724716186523 51.4919719793661),2016-10-02 21:36:17.112+00,"{Tabernacle,Tabernacle}"
57f12f862c66dca3220172fe,SRID=4326;POINT(-0.0954866409301758 51.4910968865275),2016-10-02 21:34:33.485+00,"{""Larcom Street"",""LARCOM STREET""}"
57f12f8f2c66dca322017307,SRID=4326;POINT(-0.0953578948974609 51.4898276380573),2016-10-02 21:34:25.181+00,"{""York Street"",""YORK STREET""}"
57f130822c66dca3220173d3,SRID=4326;POINT(-0.0935554504394531 51.4914776541781),2016-10-03 09:46:56.563+00,"{""BRANDON STREET"",""Brandon Street""}"
57f1308c2c66dca3220173dd,SRID=4326;POINT(-0.0928580760955811 51.4920320996315),2016-10-03 09:47:07.878+00,"{""RODNEY ROAD"",""Rodney Road""}"
57f130972c66dca3220173e9,SRID=4326;POINT(-0.0958514213562012 51.490702755259),2016-10-02 21:36:10.195+00,"{Ch.,Ch.}"
57f1309d2c66dca3220173ef,SRID=4326;POINT(-0.0966238975524902 51.4904756272177),2016-10-02 21:36:03.981+00,"{Sch.,Sch.}"
57f130ab2c66dca3220173f9,SRID=4326;POINT(-0.100840330123901 51.4912238094311),2016-10-03 09:46:09.862+00,"{""CRAMPTON STREET"",""Crampton Street"",""CRAMPTON STRET""}"
57f130bc2c66dca3220173ff,SRID=4326;POINT(-0.10337233543396 51.4905424297002),2016-10-02 21:33:31.239+00,"{""Newington Crescent"",""NEWINGTON CRESCENT""}"
57f130c42c66dca322017405,SRID=4326;POINT(-0.102514028549194 51.4896339075509),2016-10-02 21:33:22.645+00,"{""Penton Place"",""PENTON PLACE""}"
57f130db2c66dca322017417,SRID=4326;POINT(-0.0983512401580811 51.4879838247005),2016-10-05 08:26:49.88+00,"{""Vestry Depôt"",""Vestry Depôt""}"
57f130e22c66dca32201741d,SRID=4326;POINT(-0.094531774520874 51.4877165991871),2016-10-03 09:49:12.419+00,"{Ch.,Ch.}"
57f130ec2c66dca322017423,SRID=4326;POINT(-0.0998854637145996 51.4858459767402),2016-10-02 21:32:45.391+00,"{Sch.,Sch.}"
57f130f22c66dca32201742b,SRID=4326;POINT(-0.100582838058472 51.484877231383),2016-10-02 21:32:33.385+00,"{Ch.,Ch.}"
57f130f62c66dca32201742d,SRID=4326;POINT(-0.101655721664429 51.4846500743205),2016-10-02 21:32:38.093+00,"{Vic.,Vic.}"
57f131052c66dca322017439,SRID=4326;POINT(-0.10810375213623 51.4855186099218),2016-10-02 21:32:26.464+00,"{""South Place"",""SOUTH PLACE""}"
57f1310b2c66dca32201743f,SRID=4326;POINT(-0.112019777297974 51.4857457626576),2016-10-02 21:21:40.704+00,"{Green,Green}"
57f131122c66dca322017445,SRID=4326;POINT(-0.110442638397217 51.4845565387306),2016-10-02 21:32:14.668+00,"{Tavern,Tavern}"
57f131662c66dca32201746f,SRID=4326;POINT(-0.115678310394287 51.4839084654449),2016-10-03 09:54:34.368+00,"{""Surrey Cricket Ground"",""Surrey Cricket Ground"",""Surrey Cricket Ground""}"
57f1316e2c66dca322017477,SRID=4326;POINT(-0.114798545837402 51.4831067125525),2016-10-03 09:54:52.904+00,"{Pavilion,Pavilion,Pavilion}"
57f131742c66dca32201747b,SRID=4326;POINT(-0.11784553527832 51.4834474592542),2016-10-02 21:31:26.97+00,"{Baths,Baths}"
57f131872c66dca322017487,SRID=4326;POINT(-0.116901397705078 51.4835877659795),2016-10-03 09:55:16.637+00,"{""Kennington Oval"",""KENNINGTON OVAL"",""Kennington Oval""}"
57f131912c66dca32201748d,SRID=4326;POINT(-0.116182565689087 51.484663436532),2016-10-03 09:55:30.658+00,"{""Kennington Oval"",""KENNINGTON OVAL"",""Kennington Oval""}"
57f1319a2c66dca322017495,SRID=4326;POINT(-0.116944313049316 51.4850108526559),2016-10-05 08:34:34.087+00,"{KENNINGTON,Kennington}"
57f131a52c66dca32201749f,SRID=4326;POINT(-0.114959478378296 51.4853315421132),2016-10-05 08:34:07.451+00,"{Sta.,""Sta. (Gas)"",Sta.(Gas)}"
57f131ac2c66dca3220174a7,SRID=4326;POINT(-0.115957260131836 51.4862067456137),2016-10-02 21:21:47.256+00,"{Sch.,Sch.}"
57f131b62c66dca3220174af,SRID=4326;POINT(-0.119819641113281 51.4856255054678),2016-10-02 21:21:59.959+00,"{Sch.,Sch.}"
57f131c02c66dca3220174b9,SRID=4326;POINT(-0.120817422866821 51.4855453338318),2016-10-02 21:50:16.458+00,"{""Harleyford Road"",""HARLEYFORD ROAD""}"
57f132212c66dca322017501,SRID=4326;POINT(-0.120173692703247 51.4894401762213),2016-10-02 21:20:15.376+00,"{Chap.,Chap.}"
57f132282c66dca322017509,SRID=4326;POINT(-0.119658708572388 51.4904956679727),2016-10-02 21:20:22.374+00,"{Workhouse,Workhouse}"
57f1322f2c66dca32201750f,SRID=4326;POINT(-0.121053457260132 51.4904555864538),2016-10-02 21:20:10.454+00,"{Sch.,Sch.}"
57f132412c66dca322017523,SRID=4326;POINT(-0.121117830276489 51.4921256198867),2016-10-03 09:45:54.521+00,"{""BROAD STREET"",""Broad Street""}"
57f132462c66dca322017527,SRID=4326;POINT(-0.115088224411011 51.4916580166921),2016-10-02 21:20:26.728+00,"{Chap.,Chap.}"
57f170392c66dca32201a69a,SRID=4326;POINT(0.0391387939453125 51.4868347438808),2016-10-14 12:25:55.39+00,"{Vic.,Vic.}"
57f170442c66dca32201a6a8,SRID=4326;POINT(0.0330662727355957 51.4873825650928),2016-10-14 12:26:01.4+00,"{S.P,S.P.}"
57f170712c66dca32201a6d0,SRID=4326;POINT(0.044020414352417 51.4899746054785),2016-11-03 15:14:57.552+00,"{""Cox's Mount"",""Cox's Mount""}"
57f1707c2c66dca32201a6dc,SRID=4326;POINT(0.04494309425354 51.491023404685),2016-10-17 12:19:10.355+00,"{""MOUNT STREET"",""MOUNT STREET""}"
57f170832c66dca32201a6e5,SRID=4326;POINT(0.0457477569580078 51.4920320996315),2016-10-17 12:18:59.005+00,"{""ACORN ST."",""ACORN ST.""}"
57f1708a2c66dca32201a6ed,SRID=4326;POINT(0.0476253032684326 51.492319339805),2016-10-17 12:18:46.976+00,"{""ALBION ROAD"",""ALBION ROAD""}"
57f170952c66dca32201a6fb,SRID=4326;POINT(0.041048526763916 51.4941763372534),2016-11-03 15:15:51.98+00,"{""BOWATER ROAD"",""Bowater Road""}"
57f170af2c66dca32201a723,SRID=4326;POINT(0.0423681735992432 51.4945971570965),2016-11-03 15:15:58.889+00,"{""HARRINGTON ROAD"",""Harrington Road""}"
57f170bd2c66dca32201a733,SRID=4326;POINT(0.0383448600769043 51.4933547254108),2016-11-03 15:15:38.816+00,"{""LOWER EAST ST."",""Lower East St.""}"
57f170c92c66dca32201a747,SRID=4326;POINT(0.0371754169464111 51.4933346859125),2016-11-03 15:15:31.599+00,"{""LOWER WEST ST."",""Lower West St.""}"
57f170d12c66dca32201a755,SRID=4326;POINT(0.0382053852081299 51.492078859783),2016-11-04 15:54:51.243+00,"{""YORK ST."",""York Street"",""York Street""}"
57f170da2c66dca32201a767,SRID=4326;POINT(0.0392460823059082 51.4918517385975),2016-11-03 15:15:09.635+00,"{""EAST STREET"",""East Street""}"
57f170e12c66dca32201a76d,SRID=4326;POINT(0.0384306907653809 51.4915043745956),2016-11-03 15:15:15.873+00,"{""WEST STREET"",""West Street""}"
57f170e52c66dca32201a771,SRID=4326;POINT(0.0382697582244873 51.4898610397855),2016-10-14 12:25:46.21+00,"{P.H.,P.H.}"
57f170f82c66dca32201a793,SRID=4326;POINT(0.0240111351013184 51.4870952938146),2017-01-01 15:55:48.884+00,"{""WOOLWICH ROAD"",""Woolwich Road""}"
57f171072c66dca32201a7a5,SRID=4326;POINT(0.0232172012329102 51.4866276390252),2017-01-01 15:55:30.05+00,"{""DUPREE ROAD"",""Dupree Road""}"
57f171132c66dca32201a7b5,SRID=4326;POINT(0.0202345848083496 51.486473979976),2017-01-01 15:56:56.235+00,"{""FAIRTHORN ROAD"",""Fairthorn Road""}"
57f1711e2c66dca32201a7cb,SRID=4326;POINT(0.0176596641540527 51.4873892457987),2017-01-17 23:54:10.709+00,"{""FEARON ST."",""Fearon Street"",""FEARON ST.""}"
57f171342c66dca32201a7e8,SRID=4326;POINT(0.019000768661499 51.4868614670195),2017-01-01 15:57:13.43+00,"{""ALDEBURGH ROAD"",""Aldeburgh Road""}"
57f171432c66dcf5570003eb,SRID=4326;POINT(0.0192689895629883 51.4840420895565),2016-10-14 12:27:06.37+00,"{S.P,S.P.}"
57f171472c66dca32201a7fe,SRID=4326;POINT(0.0228309631347656 51.4847770151714),2016-10-14 12:27:18.351+00,"{S.P,S.P.}"
57f1714d2c66dca32201a802,SRID=4326;POINT(0.0221014022827148 51.483567722188),2016-10-14 12:26:19.3+00,"{S.Ps,S.Ps}"
57f171532c66dca32201a80d,SRID=4326;POINT(0.0254273414611816 51.4832871081823),2016-10-14 12:26:24.974+00,"{B.S,B.S.}"
57f171682c66dca32201a825,SRID=4326;POINT(0.0286030769348145 51.4852981370666),2016-10-17 12:12:57.473+00,"{""SWALLOWFIELD ROAD"",""SWALLOWFIELD ROAD""}"
57f171732c66dca32201a83b,SRID=4326;POINT(0.0298476219177246 51.4838550156907),2016-10-17 12:12:45.195+00,"{""PRIOLO ROAD"",""PRIOLO ROAD""}"
57f1717f2c66dca32201a849,SRID=4326;POINT(0.0319504737854004 51.4829329975679),2016-10-17 12:13:45.153+00,"{""ELLISCOMBE ROAD"",""ELLISCOMBE ROAD""}"
57f171872c66dca32201a853,SRID=4326;POINT(0.0272941589355469 51.4824920257889),2016-10-14 12:26:37.753+00,"{B.Ss,B.Ss}"
57f171932c66dca32201a86b,SRID=4326;POINT(0.0213181972503662 51.4818372416445),2016-10-14 12:26:58.692+00,"{S.P,S.P.}"
57f171ad2c66dca32201a88f,SRID=4326;POINT(0.0201916694641113 51.4812425825919),2016-11-03 15:20:44.926+00,"{""INVICTA ROAD"",""Invicta Road""}"
57f171b42c66dca32201a898,SRID=4326;POINT(0.0183999538421631 51.4827860074487),2017-01-01 15:54:44.846+00,"{""RUTHIN ROAD"",""Ruthin Road""}"
57f171c42c66dca32201a8a4,SRID=4326;POINT(0.0108897686004639 51.4800064687395),2016-10-17 12:10:52.287+00,"{""COLERAINE ROAD"",""COLERAINE ROAD""}"
57f171d02c66dca32201a8b6,SRID=4326;POINT(0.00964522361755371 51.4807013692986),2016-10-17 12:10:35.457+00,"{""FOYLE ROAD"",""FOYLE ROAD""}"
57f171ec2c66dca32201a8e3,SRID=4326;POINT(0.0103211402893066 51.4785431339007),2017-01-01 15:41:08.353+00,"{""VANBRUGH PARK ROAD W."",""Vanbrugh Park Road West"",""VANBRUGH PARK ROAD""}"
57f171f42c66dca32201a8ed,SRID=4326;POINT(0.0121879577636719 51.4784161756968),2016-12-27 16:43:06.293+00,"{""VANBRUGH PARK ROAD"",""VANBRUGH PARK ROAD""}"
57f172002c66dca32201a907,SRID=4326;POINT(0.0166511535644531 51.4774539546625),2016-10-14 12:28:48.613+00,"{Chap.,Chap.}"
57f172202c66dca32201a934,SRID=4326;POINT(0.00651240348815918 51.480895137759),2016-12-27 16:43:33.925+00,"{""ULUNDI ROAD"",""UNION ROAD""}"
57f1722e2c66dca32201a94d,SRID=4326;POINT(0.00833630561828613 51.4820042793093),2016-10-17 12:11:19.795+00,"{""VANBRUGH HILL"",""VANBRUGH HILL""}"
57f172382c66dca32201a957,SRID=4326;POINT(0.00919461250305176 51.482852821198),2016-10-17 12:11:32.172+00,"{""DINSDALE ROAD"",""DINSDALE ROAD""}"
57f1724b2c66dca32201a96b,SRID=4326;POINT(0.0196552276611328 51.4800064687395),2016-10-02 20:47:07.93+00,"{""WESTCOMBE HILL""}"
57f172572c66dca32201a982,SRID=4326;POINT(0.0186896324157715 51.4793583307904),2016-10-02 20:47:19.021+00,"{""GLENLUCE ROAD""}"
57f1726a2c66dca32201a9a3,SRID=4326;POINT(0.0165331363677979 51.474353326577),2016-11-04 15:50:17.86+00,"{""ST. JOHN'S ROAD"",""St John's Road""}"
57f1726f2c66dcf5570003f1,SRID=4326;POINT(0.0152134895324707 51.4734912610665),2016-10-02 20:47:43.343+00,{L.B}
57f172732c66dca32201a9b2,SRID=4326;POINT(0.0157392024993896 51.4733442405162),2016-10-02 20:47:47.729+00,{M.S}
57f172782c66dca32201a9ba,SRID=4326;POINT(0.0145483016967773 51.4728964931941),2016-10-02 20:47:52.637+00,{B.S}
57f172902c66dca32201a9d7,SRID=4326;POINT(0.0148487091064453 51.4722683029761),2016-11-04 15:50:34.302+00,"{""ST. GERMAN'S PLACE"",""St German's Place""}"
57f1729c2c66dca32201a9e5,SRID=4326;POINT(0.0177240371704102 51.4737318391268),2016-10-02 20:48:28.565+00,{B.S}
57f172a72c66dca32201a9f7,SRID=4326;POINT(0.0142908096313477 51.4699091709838),2016-10-03 15:43:44.194+00,"{B.S,B.S}"
57f174c92c66dca32201ac4e,SRID=4326;POINT(-0.0622057914733887 51.5013030315948),2016-10-02 20:59:40.689+00,"{""Cherry Pier"",""Cherry Pier""}"
57f174f52c66dca32201ac89,SRID=4326;POINT(-0.0669050216674805 51.4960332590557),2016-10-03 15:22:18.659+00,"{""Pritter Road"",""Priter Road"",""PRITER ROAD""}"
57f175022c66dca32201ac99,SRID=4326;POINT(-0.0680637359619141 51.4958929906256),2016-10-02 21:41:11.618+00,"{""Dockley Road"",""DOCKLEY ROAD""}"
57f175282c66dca32201acd7,SRID=4326;POINT(-0.0661969184875488 51.4968147466932),2016-10-02 21:40:49.299+00,"{""St James's Road"",""ST JAMES'S ROAD""}"
57f175372c66dca32201acec,SRID=4326;POINT(-0.063321590423584 51.496988408793),2016-10-02 21:53:05.994+00,"{""Keeton's Road"",""KEETON'S ROAD""}"
57f175452c66dca32201acfa,SRID=4326;POINT(-0.0651454925537109 51.496039938494),2016-10-02 21:42:27.027+00,"{""Collett Road"",""COLLETT ROAD""}"
57f175542c66dca32201ad19,SRID=4326;POINT(-0.070037841796875 51.4957059653807),2016-10-02 21:55:25.295+00,"{""Rouel Road"",""ROUEL ROAD""}"
57f175602c66dca32201ad2c,SRID=4326;POINT(-0.0755202770233154 51.4947975461326),2016-10-02 21:41:33.526+00,"{""Ernest Street"",""ERNEST STREET""}"
57f1757c2c66dca32201ad4c,SRID=4326;POINT(-0.0745439529418945 51.4937354742034),2016-10-05 17:17:14.159+00,"{""Alscot Road"",""ALSCOT STREET"",""ALSCOT ROAD""}"
57f175852c66dca32201ad5c,SRID=4326;POINT(-0.0759923458099365 51.4943433297196),2016-10-02 21:37:53.467+00,"{Ch.,Ch.}"
57f1758a2c66dca32201ad61,SRID=4326;POINT(-0.0758206844329834 51.4940026644397),2016-10-02 21:37:48.376+00,"{Ch.,Ch.}"
57f175902c66dca32201ad69,SRID=4326;POINT(-0.0771403312683105 51.4938557100035),2016-10-02 21:37:41.699+00,"{Sch.,Sch.}"
57f175a02c66dca32201ad7f,SRID=4326;POINT(-0.0797474384307861 51.4943366500327),2016-10-02 21:36:56.768+00,"{""Grimscott Street"",""GRIMSCOTT STREET""}"
57f175b42c66dca32201ada1,SRID=4326;POINT(-0.0818717479705811 51.4936219178787),2016-10-02 21:36:46.398+00,"{""Page's Walk"",""PAGE'S WALK""}"
57f175c22c66dca32201adb6,SRID=4326;POINT(-0.078427791595459 51.4929205343101),2016-10-02 21:37:09.046+00,"{""Willow Walk"",""WILLOW WALK""}"
57f175d02c66dca32201adce,SRID=4326;POINT(-0.0787174701690674 51.492472979155),2016-10-02 21:37:35.601+00,"{""Goods Depot"",""Goods Depot""}"
57f175d42c66dca32201add0,SRID=4326;POINT(-0.0414776802062988 51.504735736899),2016-10-04 17:11:52.246+00,"{FB,f.b.}"
57f175d92c66dca32201addb,SRID=4326;POINT(-0.0408017635345459 51.5048759781157),2016-10-04 17:11:55.527+00,"{FB,f.b.}"
57f175db2c66dca32201addd,SRID=4326;POINT(-0.082547664642334 51.4928069759554),2016-10-03 09:50:13.148+00,"{B.Ss,B.Ss,B.}"
57f175df2c66dca32201ade5,SRID=4326;POINT(-0.035855770111084 51.5051831716537),2016-10-04 17:11:59.166+00,"{FB,f.b.}"
57f175e12c66dca32201ade9,SRID=4326;POINT(-0.0850796699523926 51.4925664985057),2016-10-02 21:37:17.156+00,"{Sch.,Sch.}"
57f175ea2c66dca32201adfa,SRID=4326;POINT(-0.0884056091308594 51.4937688730686),2016-10-02 21:36:30.315+00,"{Paragon,PARAGON}"
57f175f52c66dca32201ae08,SRID=4326;POINT(-0.0936305522918701 51.4925998982274),2016-10-02 21:36:21.943+00,"{Sch.,Sch.}"
57f1760d2c66dca32201ae22,SRID=4326;POINT(-0.0976270437240601 51.491968639349),2016-10-03 09:46:43.849+00,"{""HEYGATE STREET"",""Heygate Street""}"
57f176182c66dca32201ae36,SRID=4326;POINT(-0.0967741012573242 51.4911870686269),2016-10-02 21:34:12.868+00,"{""Wansey Street"",""WANSEY STREET""}"
57f176252c66dca32201ae45,SRID=4326;POINT(-0.0970369577407837 51.4919485992415),2016-10-03 09:46:28.128+00,"{""VOWLER ST."",""Vowler St.""}"
57f176312c66dca32201ae5e,SRID=4326;POINT(-0.10062575340271 51.491654676652),2016-10-02 21:33:40.954+00,"{""Hampton St"",""HAMPTON ST""}"
57f176422c66dca32201ae74,SRID=4326;POINT(-0.10037899017334 51.4912772505479),2016-10-02 21:33:47.797+00,"{""Steedman St"",""STEEDMAN ST""}"
